district,year,MAM,SON,DJF,JJA,annual_rainfall,rain_cv,max_monthly,min_monthly,rainy_months
Arua,2015,342.7566654006856,589.8562754339425,122.84420227910847,413.30537748198907,1468.7625205957258,0.45572662140423914,290.24539857798766,28.3700977907217,8
Arua,2016,331.34650857327944,536.3777386684526,73.08286925601438,395.2531393007199,1336.0602557984662,0.5027429151026086,215.93788908035427,16.932326621320247,9
Arua,2017,305.6042542645205,402.3178935598593,34.96922871140725,417.3383008254176,1160.2296773612047,0.5288278944736143,204.1536244029781,6.16584580867416,10
Arua,2018,279.6909300870811,400.1695734547331,51.31607115970302,374.24687900885283,1105.42345371037,0.49735446605097655,205.90546675261018,5.374879825243973,10
Arua,2019,276.5799634525828,568.5104679025442,49.34933539324028,408.7509949877932,1303.1907617361603,0.5836620236159107,245.0618314736766,1.5839589877145608,11
Arua,2020,348.72762074311044,585.18980345515,56.662734292715896,338.201099712558,1328.7812582035344,0.5636413600801504,308.06891006424866,6.753080740471184,9
Arua,2021,255.45527649877437,560.8868194327597,73.67167856944931,386.032187885518,1276.0459623865013,0.5590522593482258,292.6769354931972,17.433610707387974,10
Arua,2022,356.5203982117728,540.7032357337532,51.236456904828444,494.1855596278945,1442.6456504782489,0.5297290056886476,266.79697544146353,6.487492940706572,9
Arua,2023,429.98802399535145,566.3810040225779,112.88857034228491,455.2748606020651,1564.5324589622794,0.43115361662545026,270.2881069191865,20.62173975125622,10
Fort_Portal,2015,618.7492801121819,513.3674579243972,120.33612292697076,328.939144696893,1581.392005660443,0.47972046491464626,280.99963088426284,25.268478574525563,10
Fort_Portal,2016,387.8385904901968,556.0205419450504,94.14357562370367,236.23681243846616,1274.2395204974168,0.5399090595692593,267.97513010083446,20.267606525794314,11
Fort_Portal,2017,463.58415727797046,509.4692615536878,106.6073009863934,321.33668490939425,1400.997404727446,0.44779072612848586,249.60202712299278,15.928754877068425,10
Fort_Portal,2018,406.5558482431391,497.3633353574673,108.04410932287374,226.25795791710112,1238.2212508405812,0.4905223870984707,240.2687612234265,16.29377897117844,11
Fort_Portal,2019,354.16309802823196,312.44993330109065,75.83351983459309,316.2216269938218,1058.6681781577377,0.41651173586374096,176.71053292388316,4.271396862481067,9
Fort_Portal,2020,505.9086031975751,471.9276022057357,118.33372232956185,280.46170541728253,1376.631633150155,0.45374140919402933,229.5807408463969,25.43640112750208,9
Fort_Portal,2021,374.19675412303224,606.3522858187189,155.0556486784201,367.91960880541126,1503.5242974255825,0.4247241136254142,285.56332653876404,26.227082855992876,11
Fort_Portal,2022,306.51665709390204,428.92418957773083,84.33802915536992,176.9381250776329,996.7170009046357,0.5232048997545198,215.83335428498597,8.744819623931129,10
Fort_Portal,2023,432.623225635051,497.6226813928027,106.54481010996903,256.06464884704394,1292.8553659848667,0.4738946236067511,241.67644018103746,20.53807734433133,10
Gulu,2015,383.818647281395,365.83384239494933,76.5265099139823,371.2480429945525,1197.427042584879,0.43031074027850785,207.5457810762437,6.569664764606639,10
Gulu,2016,291.7610562688222,451.7195907122557,64.56537118756395,332.67388671640913,1140.719904885051,0.49187275797058,229.35645559595727,4.676620736131131,10
Gulu,2017,298.51119033575293,327.1887109374177,79.67016571705905,352.10205417282197,1057.4721211630515,0.4096875942851603,159.63738071937678,18.095241599064785,10
Gulu,2018,281.973395983069,481.0418812002694,39.22058336835917,332.6066652041363,1134.8425257558338,0.5603881853202023,258.0944115639526,5.338791353757481,10
Gulu,2019,383.16037423572396,434.82269216712956,138.11344505651488,378.7011101082973,1334.7976215676658,0.3447886804188741,200.26819495523912,17.664445019113586,11
Gulu,2020,321.74135440296345,520.4739594999962,62.741212479426025,405.23108221087614,1310.1876085932618,0.5140731702226273,281.14840311692444,8.746160183544099,9
Gulu,2021,255.67734834604417,471.9519177341019,81.43132194391463,319.21835262441755,1128.2789406484783,0.4962918927695478,239.0504609859615,13.862930582882438,11
Gulu,2022,311.1038628037235,452.2515165630106,36.4238470875533,364.1854546788513,1163.9646811331386,0.5339668960486181,244.22819748063648,3.0511193188362395,11
Gulu,2023,521.796348463321,512.0660057021166,102.71554156948577,414.56208218204813,1551.1399779169715,0.4379820888838561,273.9259992577765,15.542910705045898,9
Hoima,2015,444.6816624891438,483.27165509524207,108.11672709492873,303.2630685545048,1339.3331132338194,0.43918110686460077,205.8658974480111,19.805977225504623,10
Hoima,2016,431.79480029047556,466.1072074373091,67.39319816229415,250.82178591488181,1216.1169918049607,0.5237433090159163,246.6455586973481,7.580366535130009,8
Hoima,2017,529.8418101695579,613.3325905666521,136.6833903487763,345.0869782171705,1624.9447693021568,0.4515000287796846,306.96916084852336,24.99093514246304,9
Hoima,2018,410.8559164309286,403.53571156565675,89.19015138610688,298.9001148224586,1202.4818942051509,0.43195614592270254,222.74306209886672,8.86354319573893,9
Hoima,2019,399.8322923014904,373.59768890208085,119.6205274220978,344.9462640015052,1237.9967726271743,0.35971599726659526,207.46207145995336,28.19350950274708,10
Hoima,2020,302.85853799089483,476.6757149531014,64.07582376808233,265.27455549223583,1108.8846322043144,0.5289636221610394,253.83053854513744,6.044651603456639,10
Hoima,2021,332.3956591850406,480.1927987787813,49.411656438317166,239.3484093100704,1101.3485237122095,0.5672035690566424,270.95775242657237,14.851595108809043,8
Hoima,2022,397.38801031620164,644.5366945263852,117.55110599428308,307.7179491092224,1467.1937599460923,0.5167188228746122,331.510416748458,20.58714947691453,8
Hoima,2023,403.54772473573007,462.2729372925046,45.362972911878025,336.0165266977693,1247.200161637882,0.5137375679365787,218.83379509082567,18.117083693394264,10
Iganga,2015,441.7658915344354,517.5702642479242,72.79323297810086,304.80595108455617,1336.9353398450166,0.5059627175010375,248.92511343078547,9.185381711629086,9
Iganga,2016,510.4205003821943,649.148663185429,108.22605044638883,378.7838565572149,1646.579070571227,0.4848032475024164,311.98031444741224,22.421448324159766,9
Iganga,2017,488.18211096988557,554.4802729956947,101.00395551805077,406.19099474721236,1549.8573342308437,0.4478568348817082,265.4087087211307,19.569479492191988,11
Iganga,2018,487.452479109298,471.254737142589,77.61843553443155,324.00883966529943,1360.3344914516179,0.48332191585592876,243.9691697361135,17.591076342275656,11
Iganga,2019,438.8570919235933,571.1855029925582,94.1115157307935,350.5518125223989,1454.705923169344,0.47932671792710313,297.49589200501737,11.594149205631554,9
Iganga,2020,585.702464783476,566.2544731191389,131.86474081548076,430.3651960424623,1714.1868747605577,0.42338917349933103,278.8683008298996,21.93337157135109,10
Iganga,2021,461.7931654891477,520.1474958776157,92.49664707958688,376.02651320564473,1450.463821651995,0.4527157503893335,248.79925688272837,11.305005868765654,8
Iganga,2022,410.6166651140644,537.1430209949531,106.60955194947584,368.621960535661,1422.9911985941542,0.4403255470188394,291.65859726565503,15.381350005369368,11
Iganga,2023,373.11805366328485,484.68566759523117,119.1247078342125,331.0064249479973,1307.934854040726,0.40520404860985615,239.14406319834706,19.759036932855306,8
Jinja,2015,361.74628425355064,463.34740327688655,106.55265613021722,307.3947472013553,1239.0410908620097,0.41964984014037504,241.52743131445138,18.203141052361588,9
Jinja,2016,467.2067519581082,587.3387067814517,92.3542787349982,340.06878092635077,1486.968518400909,0.49356154964007537,278.20915771361655,15.514930660461081,10
Jinja,2017,455.29479764683566,673.2707117124264,120.08987128103854,410.2494869953024,1658.9048676356028,0.4751432432587158,334.41671714362303,24.89652417924527,10
Jinja,2018,374.68538825003697,349.1599473787142,63.29096166773706,244.60137770095872,1031.737674997447,0.47489421100185725,190.35056985454264,12.257273490175308,9
Jinja,2019,579.8806008339973,707.555894574923,122.68601797323868,446.2431933631643,1856.3657067453232,0.46907021036707086,367.78280635470986,19.786172442494134,11
Jinja,2020,490.2309839137142,502.2243199324212,130.87709858549246,348.72087945446407,1472.0532818860918,0.40658624645498836,275.86848620567986,13.840711470276908,8
Jinja,2021,430.603214210481,510.0206459600387,116.79220783921893,301.7638807955273,1359.179948805266,0.43749991650576786,248.74984881569054,11.469750610515742,9
Jinja,2022,482.21790581538,580.3476948622102,58.11096314751464,245.43985981657966,1366.1164236416846,0.5971748564757045,315.7273838690753,11.346730584483732,10
Jinja,2023,415.3248004366408,575.4720275589814,81.61475989980585,334.0523342293767,1406.4639221248049,0.5075176408515988,308.26761071053227,14.43290064584173,10
Kabale,2015,477.86072117770016,448.50379592179604,146.4447001739871,316.9903803957859,1389.7995976692691,0.3767738347521936,203.7555708603878,18.49115746566897,11
Kabale,2016,297.01773365281053,224.73535548650574,78.46719423918583,248.8730885060831,849.0933718845852,0.38402230263199016,168.1398143610069,14.731368491850631,11
Kabale,2017,299.548375820574,396.9731573567277,94.65392417093345,105.86363231755092,897.0390896657862,0.574142848285012,196.7041778881081,9.253306525964643,8
Kabale,2018,355.4744729842941,537.0299282494117,148.32748549344757,257.00902260350415,1297.8409093306573,0.44052764161769176,309.6168162971353,23.12444754457297,9
Kabale,2019,316.17661098909946,433.67164872652086,86.4832322349525,209.17805270820358,1045.5095446587763,0.49144765025031334,192.87826651148345,24.237497703740694,8
Kabale,2020,407.33746750443777,544.2669686857549,141.79165176340564,223.14153904505199,1316.5376269986505,0.4773316842547456,257.4052408977245,26.529463968316875,9
Kabale,2021,252.3615843731058,363.57562054873415,150.21111224712945,315.7719961930085,1081.920313361978,0.29525605874111743,176.8070894832395,27.917970189800407,10
Kabale,2022,345.57957966098166,492.3234558253077,162.5766874802721,148.7838870774495,1149.2636100440109,0.49274976153921207,229.9516109730695,20.27460509397289,9
Kabale,2023,296.4388762978211,534.7617874330754,132.7303443906439,230.24404461347643,1194.1750527350168,0.49671852392767346,296.9797764943382,22.508565603345406,10
Kapchorwa,2015,426.29771997662795,588.0775336901614,75.47963035992245,274.7815160121598,1364.6364000388714,0.5546231469862534,321.953405563652,6.031691943260918,10
Kapchorwa,2016,444.23440740538007,418.65598598062707,66.8781950643444,256.28071639742996,1186.0493048477815,0.5089389749648249,204.83738830909374,11.388973983781534,10
Kapchorwa,2017,469.6556564644948,490.0627623671216,91.46027829190776,318.40821839166796,1369.5869155151922,0.4653384145781411,230.55134525147486,12.580478204215936,10
Kapchorwa,2018,543.529294494343,456.3916152910466,109.71639309139157,314.23468890894935,1423.8719917857306,0.4608475898648654,283.17662061903474,14.469769732519344,10
Kapchorwa,2019,368.7761101129789,412.47479739683274,36.31708072317468,302.25894444892623,1119.8269326819127,0.5216424410270286,183.45456412661872,7.391560115712087,10
Kapchorwa,2020,463.25976709769117,455.35401496802035,77.95517976530977,358.68826321632173,1355.2572250473431,0.4608231152937389,220.09204615838263,17.17099052121067,10
Kapchorwa,2021,396.05063459798123,621.4702322967422,37.86526214835585,247.43965222342598,1302.8257812665054,0.653831134355159,314.1297018361786,6.757846620454223,9
Kapchorwa,2022,497.41152547877005,625.7818496727998,102.34764465972138,358.72498312227845,1584.2660029335698,0.49007876321375105,304.6533855139506,14.619909656257764,9
Kapchorwa,2023,501.2206663790117,583.5464152287409,34.866172867009396,338.5866550472637,1458.2199095220258,0.5753975674799444,286.36914124081966,10.549113499475279,11
Kasese,2015,213.99445397665994,220.13950928105797,66.75466847683303,219.90209323934047,720.7907249738914,0.36372609346943624,143.59850088603466,12.760414948292985,9
Kasese,2016,385.41831878078824,434.1687188322555,75.25039510634402,295.28765835254495,1190.1250910719327,0.462694331335512,220.38824701853932,15.386415890072211,9
Kasese,2017,343.4524534197253,495.8395222820821,160.82927833504286,309.96365645843787,1310.084910495288,0.36344850922964206,252.8841728670478,24.50807522480592,9
Kasese,2018,389.79510210545993,419.25028609507433,81.11369922209863,297.73665674896233,1187.8957441715952,0.4459716853349902,235.36464232452903,11.295762079121571,9
Kasese,2019,335.6852556902235,532.1453541652143,142.974809869868,334.9477745043248,1345.7531942296307,0.40898252644277455,303.60859333376845,19.96018898279347,9
Kasese,2020,306.2542126399636,424.41615556615136,62.79305999898605,142.07363155940462,935.5370597645057,0.6017893962360694,215.8186946191843,23.683367916823762,10
Kasese,2021,390.8829125683401,474.6365990593411,106.909838142237,258.2355883572112,1230.6649381271295,0.45256697008058877,246.74766667239047,27.22842883941467,10
Kasese,2022,415.7018095337669,517.0439049917646,113.88934895245448,371.96891464893355,1418.6039781269196,0.4190909895035622,309.29577453063206,21.601321494281382,9
Kasese,2023,322.0196147623114,370.93092043941925,56.7324884204079,321.5440014077373,1071.227025029876,0.4611710459598761,186.93181956347772,3.00561023802938,10
Lira,2015,195.13072427122697,372.86754188857924,35.20881585775523,297.3459470440229,900.5530290615843,0.5618880956970441,186.30070185166488,0.0,10
Lira,2016,345.94243228065767,558.1897796292017,101.08571496681583,337.9236372200177,1343.141564096693,0.48171370474148184,256.9643716397674,29.714418177385273,8
Lira,2017,283.1468026044324,503.7256856824063,72.66186541905482,369.53488441122425,1229.0692381171177,0.5096550415825071,303.2613796350098,6.5747886301756955,8
Lira,2018,385.4085242801736,286.86706909478806,99.99287634127384,405.0588178698124,1177.327287586048,0.4104500370442344,161.0616042867432,14.952041419810564,11
Lira,2019,298.24277240763854,471.162349852932,92.48762914655643,284.2594988640426,1146.1522502711696,0.4678465922786861,228.3433555018059,15.066655743194355,9
Lira,2020,419.50780504657047,554.949771144334,55.194811257896426,376.81789460138054,1406.4702820501816,0.5214194530078318,287.2623767967254,3.0884961651896763,8
Lira,2021,388.0723351248,442.93268687144166,87.28328600042865,402.1755300226521,1320.4638380193223,0.42905944370901195,254.3942882893203,9.511767511873469,9
Lira,2022,327.29776634028644,512.3071707743819,49.060071912082876,427.2031902085447,1315.8681992352958,0.530042308930918,252.45554265833118,5.563063549418615,9
Lira,2023,426.07027968624453,412.7188864499033,103.34987226471654,341.7311030157736,1283.870141416638,0.4039859362574074,237.969034573714,6.375590275581796,10
Masaka,2015,436.05284571413546,479.96590282362007,107.38400198491162,336.6627300921055,1360.0654806147727,0.42349355449701126,262.0489890521405,18.468471907462135,10
Masaka,2016,545.5175478130866,549.3535427525389,81.14207750313332,317.13551322347314,1493.1486812922321,0.5173203745054397,248.90782378112297,14.027766695125814,9
Masaka,2017,391.1869762822888,536.2458806487292,54.66804580216757,384.06747578152215,1366.168378514708,0.5165047821031402,277.57488997262544,10.391489638597307,10
Masaka,2018,430.51896019342,589.5792424116703,102.25013996522391,405.2112591203583,1527.5596016906727,0.4614938578414146,302.4619002821706,5.193082946781747,8
Masaka,2019,420.42401479853345,542.2655470967721,82.01673952451495,322.9809960759396,1367.6872974957603,0.4941906280607344,242.99955161142162,9.053290356864636,10
Masaka,2020,388.9514223102809,313.68450058849874,131.62366191510233,262.7683758856666,1097.0279606995487,0.34197531185502705,196.38212729409483,22.832460968595214,9
Masaka,2021,406.397578898399,619.0668027218612,86.03623128777313,358.92204176383956,1470.4226546718728,0.5163107440839343,295.4698728584129,14.164429428810713,10
Masaka,2022,443.4756969149589,582.2251565271315,127.68056774904755,424.09048509284094,1577.471906283979,0.41993928188694485,269.3569595583305,25.927507161565106,10
Masaka,2023,380.10378994986155,451.9057637045051,102.22743863436344,309.2019128793316,1243.4389051680616,0.4201050629820956,199.24599467805052,18.93889569409039,11
Mbale,2015,579.4831695985783,664.7639531378957,85.25071833565426,404.12697482262655,1733.6248158947549,0.5119595828237358,301.8509393349929,13.918928519253452,11
Mbale,2016,515.1303937801925,605.1650745574321,62.721162371124194,319.39642088519685,1502.4130515939457,0.5540395241980771,323.64559434537415,10.255751292570757,11
Mbale,2017,495.9819310484604,658.9878916175836,62.23120947251284,401.16952974793077,1618.3705618864874,0.5390912789954498,308.644248324249,16.761502391609632,10
Mbale,2018,447.24964038259697,634.2608985735807,92.8956556558467,388.5843952213115,1562.990589833336,0.49758385846075637,287.4192418260509,16.817860605320742,9
Mbale,2019,566.9127133381821,622.6042222533196,130.18728635751953,356.61006286032875,1676.31428480935,0.4630650284124777,301.1049595766603,9.274823164157516,10
Mbale,2020,527.0082786232006,624.8365593057108,72.11707209003995,312.380487331854,1536.3423973508054,0.553612543676101,306.78258747564524,5.297259459835274,9
Mbale,2021,330.40173282713215,425.8228392974794,53.31410698604147,342.13466388823525,1151.6733429988883,0.4874910770524286,209.59695858580739,4.757760282586274,11
Mbale,2022,510.8918649323501,489.31271741761867,99.026035590355,355.41287356418536,1454.6434915045093,0.45092973386072566,265.294957746338,17.950182484598255,9
Mbale,2023,595.5486055134563,689.0607056084519,130.40166193121036,425.0934335372098,1840.1044065903286,0.4620207843222064,334.61097187769656,20.893035843741927,11
Mbarara,2015,427.94228411845137,511.8797102979619,134.6837424343323,291.1743006422276,1365.680037492973,0.41886744734485265,268.59849150409116,23.461905509978546,10
Mbarara,2016,277.05767148896257,402.5750086223878,76.8382485235508,247.16090760112274,1003.6318362360239,0.46308049771434673,212.15748636698075,18.224423023452488,10
Mbarara,2017,341.8040075263558,387.04868601547116,84.497213935027,262.77619604987194,1076.126103526726,0.4291363530941424,229.41550027809134,11.49481249399031,11
Mbarara,2018,226.43283469869627,440.67679148578986,137.96043013947104,292.69180692885965,1097.761863252817,0.4028770764126517,246.8158918186392,17.334324312581696,10
Mbarara,2019,399.36323453390213,549.073553316314,140.07508464967984,325.84097135844263,1414.3528438583387,0.41629452925212324,284.68225728030296,28.679220889559076,10
Mbarara,2020,412.2634673876736,576.1851524543157,110.47504022468308,270.37502270287285,1369.2986827695452,0.5028229599376641,274.3017698055505,20.887284291921475,11
Mbarara,2021,455.26785084371437,493.1216458822397,106.52309847288242,209.73780591899174,1264.650401117828,0.5147412167429725,261.48589426166427,20.98127065118578,10
