crop,sub_region,season_group,area_planted_ha,area_harvested_ha,production_mt,yield_over_harvested,yield_over_planted,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,year,harvest_loss_ratio,yield_source,rainfall_source,temperature_source,soil_source,soil_moisture_source,yield_granularity,is_proxy,is_imputed,data_quality_score,data_quality_note
banana_beer,Acholi,first_season_2020,1062.7403700452692,,5867.579888301724,,5.521179070342256,45.76365080187975,,46.85987604491357,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Acholi,second_season_2020,895.562819754965,,5366.16955360658,,5.991952139186415,30.89806996936753,,43.42166598934231,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Acholi,total_2020,895.562819754965,,11233.749441908303,,12.543787207447908,37.17237209608401,,44.088912123625846,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Ankole,first_season_2020,2155.5776628322656,,23650.27243536846,,10.971663347213292,25.433551104176928,,24.927739743980972,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Ankole,second_season_2020,1051.6825725576884,,21852.450403926887,,20.77856092145922,27.23002474088203,,22.4616515919699,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Ankole,total_2020,1051.6825725576884,,45502.72283929535,,43.2665939577499,25.347945927333377,,22.86104195306336,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Bukedi,first_season_2020,665.37516780254,,1275.1788143623376,,1.9164809209422824,34.082205293607274,,33.32510514025497,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Bukedi,second_season_2020,435.6013535767117,,1065.25818964315,,2.445488704055536,32.951059742646976,,36.13337012874177,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Bukedi,total_2020,435.6013535767117,,2340.437004005488,,5.3728873539722,33.26776739729784,,33.047123274154885,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Bunyoro,first_season_2020,790.2864867014229,,5986.234957078435,,7.574765680309661,64.79622393303059,,60.06962938535904,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Bunyoro,second_season_2020,456.32688037522746,,2767.0105065837206,,6.063658805960476,57.30342700108494,,66.25457926695928,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Bunyoro,total_2020,456.32688037522746,,8753.245463662155,,19.181963281375307,52.01356672286482,,51.21221512762028,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Busoga,first_season_2020,1277.1542288011706,,5790.01095449467,,4.533525257892771,39.99694683239511,,39.50625793249396,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Busoga,second_season_2020,1015.1696689722216,,2942.386472534854,,2.8984184244923177,46.16231897424276,,38.87716353183664,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Busoga,total_2020,1015.1696689722216,,8732.397427029524,,8.601909310263752,41.26776861317532,,37.19891707669208,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Elgon,first_season_2020,19.101885795423293,,93.29218743053616,,4.883925515505305,81.39202768803653,,88.43444622366596,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Elgon,second_season_2020,32.33261156443734,,90.42556935153604,,2.79672952403867,88.71216821920333,,99.99999999999996,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Elgon,total_2020,32.33261156443734,,183.7177567820722,,5.682119318321427,85.84108643331135,,70.19410285620656,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Karamoja,total_2020,0.0,,0.0,,,,,,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Kigezi,first_season_2020,2597.1561184461502,,22030.77076053573,,8.482651698934639,33.70313063522653,,33.22918226462436,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Kigezi,second_season_2020,1275.7933594624983,,26871.49328116628,,21.062574970987026,35.91461239557566,,42.26680263628959,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Kigezi,total_2020,1275.7933594624983,,48902.264041702,,38.33086579342669,31.853874555282136,,37.6244872281376,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Lango,total_2020,0.0,,0.0,,,,,,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,North Buganda,first_season_2020,3316.595276286649,,18428.577583733197,,5.556474652031204,43.91449127478012,,51.79076180843937,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,North Buganda,second_season_2020,10302.760209808164,,23596.744804815906,,2.290332330781798,64.5620037888382,,63.017707121196985,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,North Buganda,total_2020,10302.760209808164,,42025.322388549095,,4.079035281102752,52.60313711998684,,45.34663966519781,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,South Buganda,first_season_2020,1520.4965978040923,,12968.35056699767,,8.529023074255225,94.49652189270368,,78.92429652001903,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,South Buganda,second_season_2020,1139.5280275576904,,3603.67523374542,,3.1624279057611666,94.56372972250864,,73.63243590235999,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,South Buganda,total_2020,1139.5280275576904,,16572.02580074309,,14.542885650878915,94.52530596027373,,73.84901742144737,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Teso,total_2020,0.0,,0.0,,,,,,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Tooro,first_season_2020,865.3937608652038,,7388.670656718499,,8.53792919575876,43.38386995566204,,47.69847100692712,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Tooro,second_season_2020,609.5867204282654,,11187.924523835032,,18.35329436962628,44.48195393083731,,44.481953789190136,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,Tooro,total_2020,609.5867204282654,,18576.59518055353,,30.47408114058413,42.73413682207506,,41.48728016020299,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,West Nile,first_season_2020,42.18312097492412,,605.4802198827521,,14.35361362291523,87.3219701009993,,83.785620106668,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,West Nile,second_season_2020,90.8756867931529,,436.5414620607754,,4.803721187322757,72.37534246410584,,70.59652480247266,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_beer,West Nile,total_2020,90.8756867931529,,1042.0216819435277,,11.466451794915509,69.96165015279342,,76.48316033996542,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_food,Acholi,first_season_2020,1476.7919762400682,,5721.391416698425,,3.87420266953587,31.429577600712065,,28.653093378601387,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
banana_food,Acholi,second_season_2020,1795.16820215497,,5315.996251508262,,2.961280310740125,30.48465405969064,,31.168658908457157,2020,,AAS2020_subregion,,,,,subregion,False,False,A,"Official AAS 2020 Chapter 6 sub-region estimates, survey-weighted with published CVs."
