district,year,yield_tons_ha,MAM,SON,DJF,JJA,annual_rainfall,rain_cv,max_monthly,min_monthly,rainy_months,MAM_tmax,MAM_tmin,MAM_gdd,MAM_heat_stress,MAM_cold_stress,SON_tmax,SON_tmin,SON_gdd,SON_heat_stress,SON_cold_stress,DJF_tmax,DJF_tmin,DJF_gdd,DJF_heat_stress,DJF_cold_stress,JJA_tmax,JJA_tmin,JJA_gdd,JJA_heat_stress,JJA_cold_stress,annual_tmax,annual_tmin,annual_gdd,annual_heat_stress,annual_cold_stress,elevation_m,lat,lon,phh2o,soc,clay,sand,silt,bdod,cec,source_status,n_households,total_area_ha,total_production_kg,fertilizer_kg_ha,planting_density,ndvi_peak,evi_peak,soil_moisture_index,planting_date,solar_radiation
Iganga,2015,2.254942069274164,441.7658915344354,517.5702642479242,72.79323297810086,304.80595108455617,1336.9353398450166,0.5059627175010375,248.92511343078547,9.185381711629086,9,30.75624439917607,18.93755524883437,1365.934312720296,0,0,28.62203055542012,18.198327916917023,1221.0434532718734,0,0,31.0374347647687,19.74990215372484,1380.6131854757582,0,0,28.982751213697195,18.198933534111767,1250.714347538415,0,0,29.84961523326552,18.771179713397,5218.305299006343,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,,,
Iganga,2016,2.243377709115173,510.4205003821943,649.148663185429,108.22605044638884,378.7838565572149,1646.579070571227,0.4848032475024164,311.98031444741224,22.42144832415977,9,26.983184320978257,17.49154943899561,1127.8290827662345,0,0,27.91710697771377,15.81106090951072,1080.548940765148,0,0,29.911958558976607,17.94971749727772,1264.4224998807017,0,0,25.40258222515777,16.770362191120572,1020.0222112699684,0,0,27.553708020706605,17.00567250922616,4492.822734682052,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,,,
Iganga,2017,2.315042599123879,488.1821109698856,554.4802729956947,101.00395551805076,406.1909947472124,1549.8573342308437,0.4478568348817082,265.4087087211307,19.569479492191988,11,29.80122329242788,19.308749615874085,1339.529280527845,0,0,28.30156799037388,17.76654115813332,1185.012893717406,0,0,31.028609164357515,18.197053141782337,1309.4970201827823,0,0,29.19614790530014,17.267142211499927,1216.990854295038,0,0,29.58188708811485,18.134871531822416,5051.030048723071,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,,,
Iganga,2018,2.0754236773638493,487.452479109298,471.254737142589,77.61843553443155,324.00883966529943,1360.334491451618,0.4833219158559287,243.9691697361135,17.591076342275656,11,27.37931148679243,17.211494587393723,1132.0832028198306,0,0,27.412811982460585,16.030953522037994,1065.7160499638153,0,0,27.83467334898478,17.108073452200742,1119.845783378022,0,0,26.883775883186093,15.75920516895888,1040.1940216378846,0,0,27.37764317535597,16.527431682647833,4357.839057799552,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,,,
Iganga,2019,2.6797249808028747,438.8570919235933,571.1855029925582,94.1115157307935,350.5518125223989,1454.705923169344,0.4793267179271031,297.49589200501737,11.594149205631554,9,30.34952867037371,21.190197682929263,1450.8266358703986,0,0,29.45277440347331,18.82886221179553,1287.5226742401858,0,0,32.97946798117833,20.93128330048029,1526.9497543287368,0,0,28.622645634301545,19.82275323999416,1307.755733165649,0,0,30.351104172331727,20.19327410879981,5573.05479760497,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,,,
Iganga,2020,2.018791183526957,585.702464783476,566.2544731191389,131.86474081548076,430.3651960424623,1714.1868747605577,0.423389173499331,278.8683008298996,21.93337157135109,10,29.16172233051384,19.516591812110956,1318.9195333845082,0,0,29.77824714169117,17.755312039406462,1252.8215815789204,0,0,32.06308983605148,19.491502307628327,1435.3929324157357,0,0,28.340365859246976,17.707005322250357,1199.8552126912434,0,0,29.835856291875867,18.61760287034902,5206.989260070408,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,0.2537254927059014,,
Iganga,2021,2.2376424102876458,461.7931654891477,520.1474958776157,92.49664707958688,376.02651320564473,1450.463821651995,0.4527157503893335,248.7992568827284,11.305005868765654,8,28.548128831743316,18.912798103542816,1262.632205810271,0,0,29.14173558695855,17.003616542415433,1189.4268132824802,0,0,29.836292376328743,18.796213789420527,1286.2018289486284,0,0,24.295586691775217,16.980097599875062,978.731793838232,0,0,27.955435871701457,17.92318150881346,4716.992641879612,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,0.2417514336605866,,
Iganga,2022,2.1255740157169964,410.6166651140644,537.1430209949531,106.60955194947584,368.621960535661,1422.9911985941542,0.4403255470188394,291.65859726565503,15.381350005369368,11,28.444152200107435,19.30750537561544,1276.3999348342754,0,0,29.024447139055276,16.579337607193153,1165.4344300825076,0,0,30.685247516809472,18.844526419152803,1322.7174616797356,0,0,27.604814757869487,17.25673375794818,1142.9149040820134,0,0,28.93966540346042,17.997025789977396,4907.466730678532,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,0.2407828097542127,,
Iganga,2023,2.8589523149053666,373.11805366328485,484.6856675952312,119.1247078342125,331.0064249479973,1307.934854040726,0.4052040486098561,239.14406319834703,19.759036932855302,8,29.692096353004853,19.7145156024222,1354.0609939921983,0,0,30.538441040154925,19.09685982178843,1348.8777006388234,0,0,29.358983128348047,21.391737772494167,1379.2151000637427,0,0,28.987445969697,19.589708828244586,1314.7911814961667,0,0,29.644241622801204,19.948205506237343,5396.944976190931,0,0,1100,0.617,33.483,,,,,,,,request_failed,,,,,,,,0.2415722099443276,,
Jinja,2015,2.157477255557838,361.7462842535506,463.34740327688655,106.55265613021722,307.3947472013553,1239.0410908620097,0.419649840140375,241.52743131445135,18.203141052361588,9,28.26171294352752,18.02943776026426,1209.0185334381815,0,0,26.373222436479253,15.649958558404622,1002.5040541109372,0,0,29.99942477652056,16.992098756240313,1212.5082408810044,0,0,26.827577213292304,16.366014265746895,1067.1407811306128,0,0,27.865484342454906,16.75937733516402,4491.171609560736,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,,,
Jinja,2016,2.1393457445737467,467.2067519581082,587.3387067814517,92.3542787349982,340.0687809263508,1486.968518400909,0.4935615496400753,278.20915771361655,15.51493066046108,10,29.008930209357448,16.804955929415055,1185.9586097349825,0,0,28.056144171835975,16.692847465569596,1126.4310357676643,0,0,27.437349602979584,17.623249061628353,1137.2466851933743,0,0,27.74953423642152,16.54597638168714,1117.5109369255565,0,0,28.062989555148636,16.916757209575035,4567.147267621578,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,,,
Jinja,2017,2.5194855688405977,455.29479764683566,673.2707117124264,120.08987128103854,410.2494869953024,1658.9048676356028,0.4751432432587158,334.41671714362303,24.89652417924527,10,28.163084582132644,18.36288422874313,1220.7786026145268,0,0,26.6684603503018,17.21304214734661,1085.9685644015167,0,0,28.54664304486576,18.162863767161024,1201.5454009106388,0,0,26.61193004432268,15.933125571913628,1037.418808336634,0,0,27.497529505405723,17.417978928791097,4545.711376263316,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,,,
Jinja,2018,2.0879275922606277,374.68538825003697,349.1599473787142,63.29096166773706,244.60137770095872,1031.737674997447,0.4748942110018572,190.35056985454264,12.257273490175308,9,28.9971466938716,17.317359537119085,1211.7228384630112,0,0,29.46716160223044,16.63712340499927,1188.3080675637705,0,0,30.364025394799643,18.428802906945087,1292.2702665539548,0,0,27.82506022802946,16.537897079416627,1121.6562177252565,0,0,29.16334847973278,17.230295732120016,4813.957390305993,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,,,
Jinja,2019,2.535568199388824,579.8806008339973,707.555894574923,122.68601797323868,446.2431933631643,1856.3657067453232,0.4690702103670708,367.78280635470986,19.78617244249413,11,27.504752572882182,19.17915116138636,1226.6817370707104,0,0,27.297705944835545,15.893253364042003,1054.8903840475225,0,0,30.51688169049564,18.398685224799667,1294.4009187254164,0,0,27.82992151635037,17.18655278065265,1150.388429880724,0,0,28.28731543114093,17.664410632720173,4726.361469724373,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,,,
Jinja,2020,1.6262372925553266,490.2309839137142,502.2243199324212,130.87709858549246,348.72087945446407,1472.0532818860918,0.4065862464549883,275.86848620567986,13.840711470276908,8,28.174841975613464,19.106666666971904,1255.363689365303,0,0,28.735366013097984,17.019193323548876,1173.192599276585,0,0,30.710292726652412,18.74704786906524,1337.4481754820831,0,0,26.1355128364856,17.46366777081615,1084.770812013977,0,0,28.43900338796236,18.084143907600534,4850.775276137949,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,0.2677227469782035,,
Jinja,2021,2.1208120720301182,430.603214210481,510.0206459600387,116.79220783921892,301.7638807955273,1359.179948805266,0.4374999165057678,248.7498488156905,11.469750610515742,9,28.47453692472672,18.27104003986401,1229.5465226566434,0,0,28.61079099590965,17.26314905660254,1176.9526030862753,0,0,31.50275901618374,18.582006591374554,1353.633044342926,0,0,25.837876843538822,17.39607361470954,1069.3884811440082,0,0,28.60649094508973,17.878067325637662,4829.520651229853,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,0.2654743020733197,,
Jinja,2022,2.2412074599150142,482.21790581538,580.3476948622102,58.11096314751464,245.43985981657968,1366.1164236416846,0.5971748564757045,315.7273838690753,11.346730584483732,10,27.58241659764125,18.161877558570747,1184.1080420913397,0,0,27.48427601059387,16.25774061864514,1080.2443724380505,0,0,29.8269270540205,17.940869137647265,1248.7016018447978,0,0,26.497397823686555,16.577343139014,1060.2014986295817,0,0,27.847754371485543,17.234457613469285,4573.25551500377,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,0.2593992215891679,,
Jinja,2023,2.218307504269608,415.3248004366408,575.4720275589814,81.61475989980585,334.0523342293767,1406.4639221248049,0.5075176408515988,308.26761071053227,14.43290064584173,10,27.48594778955804,17.543760752726644,1151.8765395540936,0,0,25.835912332059763,15.63298281944214,976.9896251818586,0,0,26.66167232937926,16.829985337710877,1053.925121355339,0,0,24.999123996400755,15.37662426559716,937.6639542768858,0,0,26.24566411184945,16.345838293869203,4120.455240368176,0,0,1200,0.425,33.204,,,,,,,,request_failed,,,,,,,,0.2645751051604748,,
Kapchorwa,2015,2.81647373655601,426.297719976628,588.0775336901614,75.47963035992245,274.7815160121598,1364.6364000388714,0.5546231469862534,321.953405563652,6.031691943260918,10,24.211602086786908,15.039294416341956,886.82622702064,0,0,23.41787762897253,13.722053349524664,777.5913161675244,0,0,24.90702197164794,14.28031480623323,861.8649094323056,0,0,22.209842975483465,12.00407533431816,652.9268973446973,0,0,23.686586165722705,13.7614344766045,3179.209349965168,0,0,1800,1.4,34.45,,,,,,,,request_failed,,,,,,,,,,
Kapchorwa,2016,2.929133121170043,444.23440740538007,418.6559859806271,66.8781950643444,256.28071639743,1186.0493048477815,0.5089389749648249,204.8373883090937,11.388973983781534,10,24.496514354491747,14.338328953847888,865.4864825102665,0,0,23.43287118750824,13.155730096751936,755.85871012599,0,0,25.9074530105956,14.535212872086454,930.3581293826404,0,0,23.729722628183836,13.287477104423532,784.076942937075,0,0,24.39164029519485,13.82918725677745,3335.780264955972,0,0,1800,1.4,34.45,,,,,,,,request_failed,,,,,,,,,,
Kapchorwa,2017,3.012560728764376,469.6556564644948,490.0627623671216,91.46027829190776,318.408218391668,1369.5869155151922,0.4653384145781411,230.55134525147488,12.580478204215936,10,25.050575612340293,15.224023685687817,932.7725108711828,0,0,24.29944886037315,14.586174748950802,858.7344592746431,0,0,27.36799828578842,16.871823012197037,1089.8277395872385,0,0,24.529849350855,14.220134021489926,863.4147307631825,0,0,25.311968027339216,15.225538867081395,3744.749440496247,0,0,1800,1.4,34.45,,,,,,,,request_failed,,,,,,,,,,
Kapchorwa,2018,2.6878077083579823,543.529294494343,456.3916152910466,109.71639309139157,314.2346889089493,1423.8719917857306,0.4608475898648654,283.17662061903474,14.469769732519344,10,25.978077215203182,15.05671769801414,968.0693300569684,0,0,24.4012736561501,13.63368313133454,820.9273461019458,0,0,26.08881645820735,15.613121150073685,974.735877562987,0,0,23.189327250378664,12.955652343656729,743.3273234288226,0,0,24.914373644984824,14.314793580769772,3507.059877150724,0,0,1800,1.4,34.45,,,,,,,,request_failed,,,,,,,,,,
