feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
yield_tons_ha_original,-0.11151309349273518,-0.12900879298170914,0.10278657509482504,0.43450299612530696,-0.328398234982948,0.4369248012991813,-0.03622954513535639,0.018697827798927227,-0.03630908125381697,-0.3371151224300656,0.0133773153614036,-0.37055123109113236,0.10642303019976244,0.2546465298171287,-0.3084620804181053,0.10517553414229674,-0.05803340745556425,-0.1438464332341978,0.012393426542099656,-0.010041850956692903
MAM,-0.039560370206473794,0.4363587386525224,0.12999550044364191,-0.021429951643346063,-0.10678956465559396,-0.4068818978960087,0.21427793599417336,-0.3422200312451597,0.1792503384555372,-0.2732559325621272,-0.2202799292396201,-0.23554167604850068,-0.2022040949530174,0.05480830405101961,-0.1862266079547303,0.09259311272773489,0.03267544009483403,0.10773168859430285,0.0440660002355624,-0.2949552742455696
SON,-0.09556749110144135,0.2714043349707078,0.4379875957621978,-0.10955753224820558,-0.12078598916581271,0.2055112715890914,-0.018240216021577466,0.1521035801860552,-0.10252369040714936,0.092873264978378,0.040180990079915886,-0.1177670075199179,0.37480094308088324,-0.1671899643588568,0.40348787973178074,0.04529287255409691,-0.11473241656783581,0.17688825809159786,-0.10689744497191724,-0.2801696793541964
DJF,0.08791754822663342,0.35619940086831015,-0.3051429141910825,-0.10656142533636152,-0.16728274584368913,0.2133000060048007,-0.2723665348674427,-0.14634680689863522,-0.2700365929925497,0.3198012799193478,0.027909925554302824,-0.1747551115064077,0.07351561833240633,0.010818297226150348,-0.02281303647178457,-0.0737436692390109,-0.12423517362221946,-0.09598716561855417,0.3760099033538647,-0.1571027727871007
JJA,0.0530412123051896,0.3093794856488588,-0.12049020438698199,0.3959758711100649,0.2677105039446049,-0.18636493313256816,0.07336870376669562,0.5492585387289621,0.02684195124642792,-0.043736498065941286,-0.007984988357073133,0.13085793319768704,0.11604558651537662,0.16551966525397344,-0.017957986941449657,-0.24249604196299246,-0.0112905288164246,-0.30255413430909883,-0.0680243877346619,-0.23348326494829472
annual_rainfall,-0.02185305541794431,0.5059789999828036,0.14154641329419834,0.05863269358211124,-0.04396423145403582,-0.11473373342560618,0.05586557055316151,0.07210188690248269,-0.012987775323098954,-0.02920215505483865,-0.079713165017902,-0.15145509156841994,0.12900631098644585,0.012643348479192532,0.08033022970048792,-0.039750734845062176,-0.06667688377475063,-0.0012916648484385404,0.03204423219434467,0.6526977686759176
rain_cv,-0.11836856223395871,-0.21998699350433987,0.4574540300875779,-0.0718849127993207,-0.0055948533552125255,-0.013618845374038723,0.24239966263708848,-0.08073980310744898,0.11170643177300182,-0.12204554969335599,-0.12016803656710491,0.25184118608347367,0.29915091469239635,-0.1687641192208596,-0.05831967014695997,-0.14285454793920935,-0.16093393002854378,-0.22077871435708477,0.31025949115985224,-0.01502074049697355
max_monthly,-0.06066678263351363,0.22385384409972153,0.48962762067743165,-0.19042892396846214,-0.03689448376407142,0.1889804498203192,-0.14349447510643212,0.08736044616262638,-0.012890699082590171,0.2848594424122806,0.1338698082703683,0.29618581040994746,-0.37090788297462124,0.2729473817855132,-0.38077941025012646,-0.03675634541443168,0.1969601021808206,-0.1158978744644274,-0.02848414976160016,-0.00712928335797334
min_monthly,0.05751178353063094,0.33294301085146477,-0.2431855802564257,0.16059171655477444,0.06551008280884511,0.5225695610633284,0.31370602564255956,-0.2586144057199762,0.31084183053353315,-0.10524417485205564,0.10612812222863088,0.4412848274345583,-0.00839384168045316,-0.16471011367670838,0.01405577330147113,0.037449371920920516,-0.0444835699817676,0.07099283901930764,0.006190186619773682,0.0047977266576376834
rainy_months,-0.04291117114141216,-0.0002676780279573271,0.24611931887532543,0.34760495221471793,0.670535165910715,0.1127304165051727,-0.2650106431335238,-0.27278264121643475,0.026658080340728876,0.04948299035861848,-0.012768928828580814,-0.14493918682729517,0.005920363468126684,0.11746363404986075,0.17218437862689992,0.17457331902609174,0.19927385770841172,0.16110710512858575,0.10927577706429766,-0.01833437018963572
MAM_tmax,0.21590617568368586,-0.022807022232930727,-0.0015276921193464962,0.03647429668886507,-0.17907778048916168,-0.13608448978813087,-0.1593743740386986,-0.032970852934804895,0.5664303911059144,0.28799562260616385,0.11699422930876884,-0.04254369585458387,0.3661987470124203,0.09650383508891514,-0.07231294601981801,0.19876002432367887,0.14379884658279077,-0.11219065954629606,-0.06650600035928199,0.16091383761493785
MAM_tmin,0.23533731659210744,2.6258949456589164e-05,0.029549039926887562,0.02979556994361874,0.12234364543164922,-0.0008371066097678446,-0.040340674177858867,0.1998851837154468,-0.10247490498728225,-0.04858974771234995,-0.05924647321897551,0.019141142736409916,0.014199474284728968,-0.23806633917605535,-0.39470058399474134,0.01603461989518799,-0.15183286613838143,0.520592370550527,0.13933281808759054,0.08569386217353162
MAM_gdd,0.23613353161335277,-0.01214347587663184,0.01499437416227597,0.0350939276605639,-0.03049477995060187,-0.07031985673303125,-0.10577667154436288,0.08867022299934854,0.24150000201421534,0.1251415424102433,0.028860472372623003,-0.01277056314898063,0.19488406839374528,-0.08089277217818096,-0.24365360066960626,0.10432455776880191,-0.011539387093915136,0.2103038472867959,0.037660453641008826,-0.21774112063869433
MAM_heat_stress,-5.609175375730834e-19,5.1335270079957366e-18,-4.682597631741545e-18,9.36549748272192e-18,1.848815361651122e-17,3.602434803529691e-17,5.16069652243049e-18,6.147609574997012e-18,-6.70557065232024e-17,-3.650269639852512e-17,1.761380841065548e-17,5.918773367089402e-17,3.738638894998097e-17,-6.128894787777056e-17,-3.7062438752840623e-17,-5.963060936786608e-17,-1.4187737951084673e-16,-4.089520396439327e-17,-1.2040304979108095e-16,-0.0035631621119716827
MAM_cold_stress,-3.1696771777793875e-18,1.3117757818593137e-17,-5.777898915901081e-18,-4.548984952847034e-18,-2.6585946508004152e-17,1.376745824515049e-18,-2.1399569551830812e-17,-6.084347077067322e-17,7.186616065011374e-17,6.842845310393807e-18,-6.967577215462091e-18,-4.90462363288246e-17,8.022694280630007e-17,-5.75453122912839e-17,1.480815873202244e-16,-1.1015290975983789e-16,9.539387297605053e-17,5.496397912965626e-16,-3.5535773034539963e-16,0.050224027988747755
SON_tmax,0.22976333757263198,0.06136178710185531,0.04334360472583056,0.01958493513517073,-0.09376414328466381,0.03841099232865796,0.0927389062671951,0.1690893508998748,-0.3295371389866708,-0.13465805813949772,-0.11392161008981082,0.16555892801236208,-0.011851541908745029,-0.10424679508159189,0.030935543831894008,0.5405915947135533,0.20908375675663612,-0.03909588265001509,-0.19265509864230684,0.0913925613088911
SON_tmin,0.22848232110192063,-0.03606840804473682,0.0982889341646521,0.036460978141117026,-0.11931821266735546,0.022123183499574744,0.17785782655287824,-0.08823521089155793,0.0844956506969172,-0.03929406295776917,0.4443658701237895,-0.22916222934255442,-0.13236280762590028,-0.001138369322511761,0.20487263638788997,-0.4274827062253679,0.2606582959356136,0.09921350178158307,-0.10836743454225906,0.0323821886332734
SON_gdd,0.23540951415988032,0.01493137589758497,0.07213121867092982,0.027987246173108247,-0.1097637730804166,0.029975783179939028,0.136018994936287,0.0457125988761858,-0.13069198072636853,-0.08914479277296462,0.15951604021753335,-0.03048715416982764,-0.07921069140699737,-0.052490472353537404,0.11620291133910851,0.07024342886093769,0.24455150809240309,0.038940030995041106,-0.1620617935318583,-0.0804490119940606
SON_heat_stress,-1.4210538229448295e-20,4.2617974828166066e-19,-2.0605877396365415e-18,-2.6249811893928225e-19,-1.2849669691632495e-18,-1.5445578963633567e-18,1.7675997148728307e-18,2.2566139071559865e-18,6.0694073335749605e-18,-1.0577477237331156e-18,-1.9783797089968798e-17,5.380825230598523e-18,1.0757477588718742e-17,-1.2657717703209904e-18,3.8662213502366135e-18,5.621646135652061e-18,5.525017173562915e-18,-2.2389035299248914e-18,-1.405044893874808e-16,0.017852237974941246
SON_cold_stress,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
DJF_tmax,0.21618075554509134,0.01000565337447327,0.043767188299913364,0.07903266987203707,0.07563487891139531,-0.20924590723919165,0.03391515339228767,-0.4312850536400703,-0.3772893628979654,-0.000738831706532649,0.24174231706704802,0.1691209272075947,0.24750166751546046,0.14689541548652787,-0.10402546473426083,0.008716033848218245,-0.12486182716199624,-0.1560150514684848,-0.06398345952729775,0.16840136562346197
DJF_tmin,0.23296062315165922,-0.07295824590200156,0.06114104787656242,0.06430641584744551,-0.07914823149703577,0.07786006185931273,0.10319133515663326,0.11624148012512421,-0.04508800747953636,0.0011599294061508704,-0.20734748625379235,0.06924848469127866,0.05920956206538652,0.2873661568709891,0.036290282763163,-0.22086433414138779,0.10797352078479568,0.2800807479181513,0.2794338261605686,0.2175140163043036
DJF_gdd,0.233847607787382,-0.02880566568927125,0.05160936870441794,0.07524426141668211,0.0044060286088267965,-0.07775961634821461,0.09295838707450853,-0.1557852056878648,-0.23378259974550752,0.0035749035255606314,-0.007975688653999419,0.11615854938758996,0.15159090206647677,0.1644283592460338,-0.05009150647048765,-0.17455208049114296,-0.08577782675378899,-0.03768848395584367,0.0601034607046111,-0.20379814456375
DJF_heat_stress,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
DJF_cold_stress,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
JJA_tmax,0.22110833838084257,-0.04528506897260751,0.12000543921585657,0.15218271853011409,0.0746261068548272,0.14441087895258745,0.05547446217881877,-0.09130856273259237,0.011405595889672004,0.27687946566887434,-0.3577832603608203,-0.21814199578767374,-0.19702940443726336,-0.34581728502883513,-0.09769101145203357,-0.22530132115778992,-0.16020628193994935,-0.19204292660194547,-0.2899185048571178,0.1712112866149682
JJA_tmin,0.23346043451054177,-0.04944222649954772,0.036521926049052036,0.017055538925259812,-0.14489016605920732,-0.0274566737150789,-0.06049534228819662,0.028196816625030263,0.13903647776452382,-0.04703675423694741,-0.17215242414506737,0.13663976174972448,-0.24449006212097063,0.2868896855046248,0.41504417445346387,0.24232557825893658,-0.1555336203230474,-0.09834936089094877,0.2908452981318774,0.051452435202255314
JJA_gdd,0.233595321350465,-0.04860296083186803,0.08271351971928702,0.0908497206783215,-0.031537105034041654,0.06467902480347536,0.002154825832524601,-0.037344644860133856,0.07373484281389318,0.12636268645548174,-0.27307025746374064,-0.054347385581054196,-0.22246509655508562,-0.04792049061019579,0.15808433313334017,-0.01446586013221097,-0.15658064062863397,-0.17490969302519377,0.012079884372104202,-0.1379332971961127
JJA_heat_stress,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
JJA_cold_stress,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
annual_tmax,0.23784687959557638,0.0008680352373355906,0.05694501923769588,0.07862481135305967,-0.03005821064598769,-0.0394116443163259,0.009387837275771315,-0.10311295992184775,-0.04317429407103605,0.11442795980578765,-0.03750955371568785,0.0181144108264083,0.10073692330257665,-0.06205195590623792,-0.06528494220315362,0.13725383326902013,0.015319566209454318,-0.1350493314667348,-0.16834775080586734,-0.19763420350805283
annual_tmin,0.23861830179712842,-0.04158390732083686,0.058116299465912215,0.03857235151704592,-0.057909466383122714,0.01995137447808195,0.04816638425208367,0.06633917600327113,0.01834407751108848,-0.03341336113940292,-0.002810103703478093,0.0002282365848116254,-0.07481247868179611,0.09179888090012031,0.06790331765897908,-0.1040489208338745,0.01895389303150049,0.20651817302797168,0.1570244260392111,-0.13647123993657867
annual_gdd,0.23940126534366515,-0.019309223587002378,0.057131337513290505,0.05897172730274127,-0.04261415720392954,-0.012679823411998104,0.033828226024233334,-0.016956197822286554,-0.016210917769373594,0.04153232249648789,-0.02560167033085908,0.005034404468176711,0.008243813168742635,-0.0029371798941092947,-0.0011026382793060962,-0.005762571023902819,-0.003381889274942579,0.00554488523688039,-0.013591260865798633,-0.014486560525044705
annual_heat_stress,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
annual_cold_stress,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
